player1,player2,time_stamp,time_to_score,who_serves,player_skill1,player_skill2,game_id,player1_id,player2_id
0,3,100.057921095681,21.7687392666703,0,2,3,3,Quirin,Luis
1,3,142.864652202631,42.8067311069497,0,2,3,3,Quirin,Luis
2,3,163.083895082797,20.219242880166,0,2,3,3,Quirin,Luis
3,3,187.732650005865,24.6487549230683,1,2,3,3,Quirin,Luis
4,3,222.229933685397,34.4972836795318,1,2,3,3,Quirin,Luis
5,3,256.249777032632,34.0198433472349,1,2,3,3,Quirin,Luis
6,3,274.897612697572,18.6478356649406,1,2,3,3,Quirin,Luis
6,4,305.682744992671,30.7851322950986,1,2,3,3,Quirin,Luis
6,5,332.13021691471,26.4474719220394,0,2,3,3,Quirin,Luis
6,6,361.966539105139,29.8363221904285,0,2,3,3,Quirin,Luis
7,6,397.310623027932,35.3440839227935,0,2,3,3,Quirin,Luis
8,6,421.962316628786,24.6516936008539,0,2,3,3,Quirin,Luis
8,7,433.331929046754,11.3696124179679,0,2,3,3,Quirin,Luis
8,8,459.360362090177,26.0284330434232,1,2,3,3,Quirin,Luis
9,8,491.294926917639,31.9345648274619,1,2,3,3,Quirin,Luis
10,8,506.725754969537,15.4308280518984,1,2,3,3,Quirin,Luis
11,8,524.917964094183,18.1922091246457,1,2,3,3,Quirin,Luis
11,9,562.76126513837,37.8433010441873,1,2,3,3,Quirin,Luis
11,10,587.989921758356,25.2286566199855,0,2,3,3,Quirin,Luis
11,11,607.284915254457,19.2949934961012,0,2,3,3,Quirin,Luis
11,12,631.971273748209,24.6863584937515,0,2,3,3,Quirin,Luis
12,12,651.215798377571,19.2445246293621,0,2,3,3,Quirin,Luis
13,12,669.406134813432,18.190336435861,0,2,3,3,Quirin,Luis
14,12,707.613959467019,38.2078246535875,1,2,3,3,Quirin,Luis
15,12,716.387675033486,8.77371556646689,1,2,3,3,Quirin,Luis
16,12,750.645682679948,34.2580076464621,1,2,3,3,Quirin,Luis
16,13,772.883138349355,22.2374556694072,1,2,3,3,Quirin,Luis
17,13,838.527110679951,65.6439723305956,1,2,3,3,Quirin,Luis
18,13,848.114378382566,9.5872677026152,0,2,3,3,Quirin,Luis
19,13,877.377823638411,29.2634452558446,0,2,3,3,Quirin,Luis
20,13,903.489760512385,26.1119368739744,0,2,3,3,Quirin,Luis
20,14,942.983022400011,39.4932618876261,0,2,3,3,Quirin,Luis
20,15,973.98961543928,31.0065930392689,0,2,3,3,Quirin,Luis
21,15,987.830956677658,13.841341238378,1,2,3,3,Quirin,Luis
1,0,17.2033184346768,17.2033184346768,0,1,3,4,Jonny,Karo
2,0,38.3048826027848,21.101564168108,0,1,3,4,Jonny,Karo
3,0,58.4572270839494,20.1523444811646,0,1,3,4,Jonny,Karo
4,0,79.3238787542738,20.8666516703245,0,1,3,4,Jonny,Karo
5,0,101.79776802928,22.4738892750062,0,1,3,4,Jonny,Karo
6,0,125.86932304856,24.0715550192802,1,1,3,4,Jonny,Karo
6,1,150.390591152435,24.5212681038748,1,1,3,4,Jonny,Karo
7,1,168.699067651008,18.3084764985733,1,1,3,4,Jonny,Karo
8,1,193.205255671236,24.5061880202272,1,1,3,4,Jonny,Karo
8,2,226.481217179252,33.2759615080164,1,1,3,4,Jonny,Karo
9,2,251.310309722689,24.8290925434373,0,1,3,4,Jonny,Karo
10,2,294.349664140433,43.0393544177442,0,1,3,4,Jonny,Karo
11,2,314.707427751217,20.357763610784,0,1,3,4,Jonny,Karo
12,2,338.315306627054,23.6078788758371,0,1,3,4,Jonny,Karo
13,2,361.843212267776,23.5279056407215,0,1,3,4,Jonny,Karo
14,2,385.721859845567,23.8786475777909,1,1,3,4,Jonny,Karo
15,2,444.806183718241,59.0843238726746,1,1,3,4,Jonny,Karo
16,2,465.826383827826,21.0202001095844,1,1,3,4,Jonny,Karo
17,2,497.472393548282,31.6460097204565,1,1,3,4,Jonny,Karo
18,2,510.594886833968,13.1224932856852,1,1,3,4,Jonny,Karo
18,3,536.000689088347,25.4058022543794,0,1,3,4,Jonny,Karo
18,4,565.949732277748,29.9490431894014,0,1,3,4,Jonny,Karo
18,5,596.669402668866,30.7196703911178,0,1,3,4,Jonny,Karo
19,5,620.693140078843,24.0237374099768,0,1,3,4,Jonny,Karo
20,5,641.257097216941,20.563957138098,0,1,3,4,Jonny,Karo
20,6,663.365088932202,22.1079917152613,1,1,3,4,Jonny,Karo
20,7,691.572002425438,28.2069134932357,1,1,3,4,Jonny,Karo
21,7,726.491817964212,34.9198155387739,1,1,3,4,Jonny,Karo
1,0,13.6878976063829,13.6878976063829,1,2,2,5,Quirin,Otto
1,1,44.7722513121864,31.0843537058035,1,2,2,5,Quirin,Otto
1,2,67.0687800296134,22.296528717427,1,2,2,5,Quirin,Otto
2,2,120.415767586299,53.3469875566855,1,2,2,5,Quirin,Otto
3,2,140.114023029866,19.6982554435669,1,2,2,5,Quirin,Otto
4,2,180.579481347661,40.4654583177948,0,2,2,5,Quirin,Otto
4,3,218.381766223196,37.8022848755357,0,2,2,5,Quirin,Otto
5,3,233.975795965747,15.594029742551,0,2,2,5,Quirin,Otto
6,3,244.692968160663,10.7171721949154,0,2,2,5,Quirin,Otto
6,4,261.951646878138,17.2586787174753,0,2,2,5,Quirin,Otto
6,5,295.147834936086,33.196188057948,1,2,2,5,Quirin,Otto
7,5,322.590632727485,27.4427977913988,1,2,2,5,Quirin,Otto
8,5,347.362069316647,24.7714365891623,1,2,2,5,Quirin,Otto
9,5,377.964279793926,30.6022104772787,1,2,2,5,Quirin,Otto
10,5,412.176769381425,34.2124895874994,1,2,2,5,Quirin,Otto
11,5,432.319749230308,20.1429798488831,0,2,2,5,Quirin,Otto
12,5,467.413762869623,35.0940136393146,0,2,2,5,Quirin,Otto
13,5,482.986326233815,15.5725633641916,0,2,2,5,Quirin,Otto
13,6,491.046393763722,8.06006752990779,0,2,2,5,Quirin,Otto
13,7,516.441833409494,25.3954396457719,0,2,2,5,Quirin,Otto
13,8,539.477662438162,23.0358290286675,1,2,2,5,Quirin,Otto
14,8,555.594394365687,16.1167319275251,1,2,2,5,Quirin,Otto
15,8,585.573828604518,29.9794342388309,1,2,2,5,Quirin,Otto
15,9,617.508309049215,31.9344804446975,1,2,2,5,Quirin,Otto
15,10,630.342823107075,12.8345140578597,1,2,2,5,Quirin,Otto
15,11,654.618140965092,24.2753178580168,0,2,2,5,Quirin,Otto
16,11,670.483258574974,15.8651176098821,0,2,2,5,Quirin,Otto
17,11,689.54256117059,19.0593025956164,0,2,2,5,Quirin,Otto
17,12,700.507477433764,10.9649162631734,0,2,2,5,Quirin,Otto
17,13,722.366289723555,21.8588122897917,0,2,2,5,Quirin,Otto
18,13,741.116687988495,18.7503982649392,1,2,2,5,Quirin,Otto
19,13,770.795911472093,29.6792234835987,1,2,2,5,Quirin,Otto
20,13,812.584938902246,41.789027430153,1,2,2,5,Quirin,Otto
21,13,838.336547662151,25.7516087599051,1,2,2,5,Quirin,Otto
0,1,40.2161235339953,40.2161235339953,1,1,2,6,Chris,Otto
1,1,58.6904330104032,18.4743094764078,1,1,2,6,Chris,Otto
2,1,76.3282062937723,17.6377732833691,1,1,2,6,Chris,Otto
3,1,126.007812915456,49.679606621684,1,1,2,6,Chris,Otto
4,1,153.153928774841,27.1461158593845,1,1,2,6,Chris,Otto
5,1,168.529512534481,15.3755837596405,0,1,2,6,Chris,Otto
6,1,198.391117403871,29.8616048693894,0,1,2,6,Chris,Otto
7,1,222.229496673657,23.8383792697865,0,1,2,6,Chris,Otto
8,1,245.938631314734,23.7091346410764,0,1,2,6,Chris,Otto
8,2,262.907911184767,16.9692798700329,0,1,2,6,Chris,Otto
9,2,298.627817595804,35.7199064110378,1,1,2,6,Chris,Otto
9,3,306.895925351771,8.26810775596665,1,1,2,6,Chris,Otto
10,3,320.13430564312,13.2383802913492,1,1,2,6,Chris,Otto
11,3,349.122414674334,28.9881090312135,1,1,2,6,Chris,Otto
12,3,383.483272894289,34.3608582199551,1,1,2,6,Chris,Otto
12,4,403.370937741886,19.8876648475974,0,1,2,6,Chris,Otto
12,5,413.71371068844,10.3427729465539,0,1,2,6,Chris,Otto
12,6,425.707965283115,11.9942545946744,0,1,2,6,Chris,Otto
13,6,470.48127585626,44.7733105731459,0,1,2,6,Chris,Otto
14,6,501.648340255916,31.167064399656,0,1,2,6,Chris,Otto
14,7,522.539699937917,20.891359682001,1,1,2,6,Chris,Otto
15,7,546.652959017023,24.113259079106,1,1,2,6,Chris,Otto
16,7,570.800224952847,24.1472659358236,1,1,2,6,Chris,Otto
17,7,587.691965942959,16.8917409901115,1,1,2,6,Chris,Otto
18,7,616.724433235445,29.0324672924868,1,1,2,6,Chris,Otto
19,7,627.875891110178,11.151457874733,0,1,2,6,Chris,Otto
20,7,640.1446162695,12.2687251593215,0,1,2,6,Chris,Otto
21,7,648.484565873147,8.33994960364676,0,1,2,6,Chris,Otto
0,1,30.4910853637987,30.4910853637987,1,3,2,7,Karo,Otto
0,2,43.9025609579162,13.4114755941175,1,3,2,7,Karo,Otto
1,2,65.6184139540988,21.7158529961825,1,3,2,7,Karo,Otto
1,3,83.7123186568325,18.0939047027338,1,3,2,7,Karo,Otto
2,3,111.755550413098,28.0432317562654,1,3,2,7,Karo,Otto
2,4,145.379392347707,33.6238419346089,0,3,2,7,Karo,Otto
3,4,171.211814944719,25.8324225970123,0,3,2,7,Karo,Otto
3,5,200.52088782757,29.309072882851,0,3,2,7,Karo,Otto
3,6,219.468592233445,18.9477044058754,0,3,2,7,Karo,Otto
4,6,251.939862681006,32.4712704475604,0,3,2,7,Karo,Otto
4,7,277.043444140811,25.1035814598052,1,3,2,7,Karo,Otto
5,7,310.599537233004,33.5560930921924,1,3,2,7,Karo,Otto
5,8,330.825253805861,20.2257165728571,1,3,2,7,Karo,Otto
6,8,350.692259135209,19.8670053293487,1,3,2,7,Karo,Otto
7,8,366.306645560465,15.6143864252561,1,3,2,7,Karo,Otto
8,8,396.790425656198,30.4837800957325,0,3,2,7,Karo,Otto
8,9,409.710637570597,12.9202119143991,0,3,2,7,Karo,Otto
9,9,422.207242466512,12.4966048959149,0,3,2,7,Karo,Otto
10,9,455.179044861629,32.9718023951168,0,3,2,7,Karo,Otto
11,9,463.847487149426,8.66844228779777,0,3,2,7,Karo,Otto
12,9,483.866602861167,20.0191157117408,1,3,2,7,Karo,Otto
12,10,519.767827623599,35.9012247624313,1,3,2,7,Karo,Otto
12,11,537.591549383853,17.8237217602542,1,3,2,7,Karo,Otto
12,12,566.850748255422,29.2591988715691,1,3,2,7,Karo,Otto
12,13,573.982249532388,7.13150127696592,1,3,2,7,Karo,Otto
12,14,596.782907152425,22.8006576200378,0,3,2,7,Karo,Otto
12,15,627.007745949319,30.2248387968937,0,3,2,7,Karo,Otto
13,15,659.758761315659,32.7510153663401,0,3,2,7,Karo,Otto
13,16,690.130813858745,30.3720525430854,0,3,2,7,Karo,Otto
14,16,729.475794180246,39.3449803215013,0,3,2,7,Karo,Otto
15,16,753.34124643256,23.8654522523144,1,3,2,7,Karo,Otto
15,17,782.740874218104,29.3996277855434,1,3,2,7,Karo,Otto
15,18,812.128963021305,29.3880888032015,1,3,2,7,Karo,Otto
16,18,830.661669082003,18.5327060606983,1,3,2,7,Karo,Otto
17,18,843.327748140356,12.6660790583523,1,3,2,7,Karo,Otto
17,19,867.328199912518,24.000451772162,0,3,2,7,Karo,Otto
17,20,894.472610445695,27.1444105331769,0,3,2,7,Karo,Otto
17,21,909.437516049636,14.9649056039414,0,3,2,7,Karo,Otto
0,1,36.2136587000343,36.2136587000343,0,3,3,8,Karo,Luis
1,1,57.7512244284036,21.5375657283692,0,3,3,8,Karo,Luis
2,1,78.0987254534957,20.3475010250921,0,3,3,8,Karo,Luis
2,2,100.091467645125,21.9927421916291,0,3,3,8,Karo,Luis
3,2,124.136156963494,24.0446893183696,0,3,3,8,Karo,Luis
3,3,152.98232441374,28.8461674502454,1,3,3,8,Karo,Luis
3,4,185.507008487007,32.5246840732671,1,3,3,8,Karo,Luis
4,4,225.227388185195,39.7203796981881,1,3,3,8,Karo,Luis
4,5,260.215760604834,34.9883724196392,1,3,3,8,Karo,Luis
4,6,291.699233252058,31.483472647224,1,3,3,8,Karo,Luis
5,6,310.482585097951,18.7833518458927,0,3,3,8,Karo,Luis
5,7,338.739595406814,28.2570103088633,0,3,3,8,Karo,Luis
5,8,354.149456412241,15.4098610054268,0,3,3,8,Karo,Luis
6,8,406.420194161289,52.2707377490475,0,3,3,8,Karo,Luis
7,8,442.243337918321,35.823143757032,0,3,3,8,Karo,Luis
7,9,464.259483070349,22.0161451520286,1,3,3,8,Karo,Luis
8,9,475.499715610822,11.2402325404728,1,3,3,8,Karo,Luis
9,9,508.132693669365,32.6329780585429,1,3,3,8,Karo,Luis
9,10,528.353025063654,20.220331394289,1,3,3,8,Karo,Luis
10,10,544.204459773838,15.8514347101842,1,3,3,8,Karo,Luis
10,11,602.545203276744,58.3407435029065,0,3,3,8,Karo,Luis
11,11,632.488970859984,29.9437675832396,0,3,3,8,Karo,Luis
12,11,661.889643565845,29.4006727058608,0,3,3,8,Karo,Luis
13,11,680.727285137679,18.8376415718344,0,3,3,8,Karo,Luis
14,11,720.481953601571,39.7546684638922,0,3,3,8,Karo,Luis
15,11,769.98847017554,49.5065165739684,1,3,3,8,Karo,Luis
15,12,809.370903023929,39.3824328483889,1,3,3,8,Karo,Luis
16,12,838.919778204895,29.5488751809664,1,3,3,8,Karo,Luis
17,12,869.788175945605,30.8683977407099,1,3,3,8,Karo,Luis
17,13,927.452316934065,57.6641409884605,1,3,3,8,Karo,Luis
18,13,961.329132966631,33.8768160325657,0,3,3,8,Karo,Luis
19,13,988.417809222724,27.0886762560932,0,3,3,8,Karo,Luis
19,14,1011.86062381344,23.4428145907158,0,3,3,8,Karo,Luis
19,15,1018.7569872553,6.89636344186236,0,3,3,8,Karo,Luis
20,15,1038.45389443523,19.6969071799267,0,3,3,8,Karo,Luis
21,15,1079.52835891357,41.0744644783418,1,3,3,8,Karo,Luis
1,0,3.18875551904276,3.18875551904276,0,1,2,9,Chris,Quirin
2,0,24.5096059115875,21.3208503925447,0,1,2,9,Chris,Quirin
3,0,71.8479818337226,47.3383759221351,0,1,2,9,Chris,Quirin
3,1,102.647392655196,30.7994108214739,0,1,2,9,Chris,Quirin
4,1,123.216790894078,20.5693982388818,0,1,2,9,Chris,Quirin
5,1,162.497981857371,39.2811909632923,1,1,2,9,Chris,Quirin
5,2,186.019833317747,23.5218514603759,1,1,2,9,Chris,Quirin
6,2,209.875800437981,23.8559671202348,1,1,2,9,Chris,Quirin
7,2,228.079607833005,18.2038073950239,1,1,2,9,Chris,Quirin
8,2,262.081267505795,34.0016596727897,1,1,2,9,Chris,Quirin
8,3,306.786521892869,44.7052543870744,0,1,2,9,Chris,Quirin
9,3,352.438444290566,45.6519223976971,0,1,2,9,Chris,Quirin
10,3,376.205769354098,23.7673250635315,0,1,2,9,Chris,Quirin
11,3,403.429573769841,27.2238044157426,0,1,2,9,Chris,Quirin
12,3,452.681390172628,49.2518164027873,0,1,2,9,Chris,Quirin
13,3,492.115111633467,39.4337214608391,1,1,2,9,Chris,Quirin
14,3,512.238451910966,20.1233402774988,1,1,2,9,Chris,Quirin
15,3,535.888957516125,23.6505056051593,1,1,2,9,Chris,Quirin
16,3,543.755828047043,7.86687053091728,1,1,2,9,Chris,Quirin
17,3,563.079840345903,19.3240122988605,1,1,2,9,Chris,Quirin
17,4,575.685971111903,12.6061307659998,0,1,2,9,Chris,Quirin
18,4,636.093307138446,60.4073360265432,0,1,2,9,Chris,Quirin
19,4,643.099812257812,7.00650511936605,0,1,2,9,Chris,Quirin
20,4,676.390584333362,33.2907720755505,0,1,2,9,Chris,Quirin
21,4,714.920879969762,38.5302956363993,0,1,2,9,Chris,Quirin
1,0,17.339060693682,17.339060693682,1,1,2,10,Jonny,Quirin
1,1,46.3691520109996,29.0300913173176,1,1,2,10,Jonny,Quirin
2,1,82.7547454935391,36.3855934825395,1,1,2,10,Jonny,Quirin
3,1,126.339332351681,43.5845868581421,1,1,2,10,Jonny,Quirin
3,2,143.289372570369,16.9500402186875,1,1,2,10,Jonny,Quirin
3,3,163.25326747114,19.9638949007715,0,1,2,10,Jonny,Quirin
4,3,198.479876480916,35.2266090097755,0,1,2,10,Jonny,Quirin
5,3,220.493196214264,22.0133197333485,0,1,2,10,Jonny,Quirin
5,4,229.207971839925,8.71477562566117,0,1,2,10,Jonny,Quirin
5,5,243.682443050916,14.4744712109904,0,1,2,10,Jonny,Quirin
6,5,279.441473779809,35.7590307288929,1,1,2,10,Jonny,Quirin
6,6,298.75793787544,19.3164640956317,1,1,2,10,Jonny,Quirin
6,7,312.320267527036,13.5623296515956,1,1,2,10,Jonny,Quirin
6,8,327.024726229948,14.7044587029118,1,1,2,10,Jonny,Quirin
6,9,352.013128149309,24.9884019193616,1,1,2,10,Jonny,Quirin
7,9,377.606440643961,25.5933124946513,0,1,2,10,Jonny,Quirin
8,9,395.222299710998,17.6158590670378,0,1,2,10,Jonny,Quirin
9,9,420.036370183855,24.8140704728567,0,1,2,10,Jonny,Quirin
9,10,426.126486588243,6.09011640438767,0,1,2,10,Jonny,Quirin
9,11,437.802776158797,11.6762895705542,0,1,2,10,Jonny,Quirin
10,11,475.366487973054,37.5637118142574,1,1,2,10,Jonny,Quirin
11,11,502.224183092767,26.8576951197122,1,1,2,10,Jonny,Quirin
12,11,516.676604322776,14.4524212300089,1,1,2,10,Jonny,Quirin
13,11,538.578741834756,21.9021375119807,1,1,2,10,Jonny,Quirin
14,11,556.942550034438,18.3638081996821,1,1,2,10,Jonny,Quirin
14,12,577.588678824766,20.6461287903274,0,1,2,10,Jonny,Quirin
14,13,620.815303658688,43.2266248339222,0,1,2,10,Jonny,Quirin
14,14,660.826470339988,40.0111666813003,0,1,2,10,Jonny,Quirin
15,14,679.913270677256,19.0868003372681,0,1,2,10,Jonny,Quirin
16,14,714.659164433837,34.7458937565807,0,1,2,10,Jonny,Quirin
17,14,751.641784878979,36.9826204451421,1,1,2,10,Jonny,Quirin
18,14,781.528323749345,29.8865388703661,1,1,2,10,Jonny,Quirin
19,14,815.271800836842,33.7434770874974,1,1,2,10,Jonny,Quirin
20,14,838.111482035214,22.839681198372,1,1,2,10,Jonny,Quirin
20,15,887.919970383921,49.8084883487069,1,1,2,10,Jonny,Quirin
20,16,932.951100924966,45.0311305410449,0,1,2,10,Jonny,Quirin
21,16,956.723814972362,23.772714047396,0,1,2,10,Jonny,Quirin
1,0,18.1512656443951,18.1512656443951,1,2,3,11,Otto,Luis
1,1,38.6780107240477,20.5267450796526,1,2,3,11,Otto,Luis
2,1,72.9479044134131,34.2698936893655,1,2,3,11,Otto,Luis
3,1,107.574111845325,34.6262074319119,1,2,3,11,Otto,Luis
4,1,120.515331138909,12.9412192935838,1,2,3,11,Otto,Luis
5,1,139.742785689913,19.2274545510046,0,2,3,11,Otto,Luis
6,1,156.81251824612,17.0697325562062,0,2,3,11,Otto,Luis
6,2,168.751954727336,11.9394364812166,0,2,3,11,Otto,Luis
7,2,201.072500574606,32.3205458472703,0,2,3,11,Otto,Luis
8,2,224.436685753909,23.3641851793027,0,2,3,11,Otto,Luis
9,2,256.866146614092,32.4294608601827,1,2,3,11,Otto,Luis
10,2,301.654434576866,44.7882879627744,1,2,3,11,Otto,Luis
10,3,320.202135046515,18.5477004696484,1,2,3,11,Otto,Luis
11,3,339.707462042484,19.5053269959688,1,2,3,11,Otto,Luis
12,3,342.30565030171,2.598188259226,1,2,3,11,Otto,Luis
13,3,367.173990002053,24.8683397003439,0,2,3,11,Otto,Luis
13,4,397.038063136405,29.8640731343518,0,2,3,11,Otto,Luis
14,4,418.487170365446,21.4491072290406,0,2,3,11,Otto,Luis
15,4,437.010650272129,18.5234799066834,0,2,3,11,Otto,Luis
15,5,487.851119794584,50.8404695224551,0,2,3,11,Otto,Luis
16,5,504.609583602616,16.7584638080316,1,2,3,11,Otto,Luis
17,5,535.955851551828,31.3462679492117,1,2,3,11,Otto,Luis
17,6,560.630369972081,24.6745184202531,1,2,3,11,Otto,Luis
17,7,587.774614454902,27.1442444828211,1,2,3,11,Otto,Luis
17,8,597.07178693667,9.29717248176803,1,2,3,11,Otto,Luis
18,8,634.518295332526,37.4465083958563,0,2,3,11,Otto,Luis
19,8,650.661312923025,16.1430175904991,0,2,3,11,Otto,Luis
19,9,675.156773048636,24.495460125611,0,2,3,11,Otto,Luis
20,9,698.568700820109,23.4119277714724,0,2,3,11,Otto,Luis
20,10,727.5903101848,29.0216093646918,0,2,3,11,Otto,Luis
20,11,753.918350868623,26.3280406838221,1,2,3,11,Otto,Luis
21,11,786.301040191243,32.3826893226201,1,2,3,11,Otto,Luis
0,1,29.9089090154159,29.9089090154159,1,3,3,12,Luis,Karo
1,1,45.3692144165097,15.4603054010938,1,3,3,12,Luis,Karo
1,2,69.7812674555981,24.4120530390883,1,3,3,12,Luis,Karo
2,2,94.9709621724662,25.1896947168681,1,3,3,12,Luis,Karo
3,2,121.532629996431,26.5616678239651,1,3,3,12,Luis,Karo
4,2,142.429005203116,20.8963752066848,0,3,3,12,Luis,Karo
4,3,161.451246265273,19.0222410621565,0,3,3,12,Luis,Karo
4,4,173.896697350363,12.4454510850907,0,3,3,12,Luis,Karo
5,4,211.603058754778,37.7063614044147,0,3,3,12,Luis,Karo
6,4,227.7472143646,16.1441556098222,0,3,3,12,Luis,Karo
7,4,260.631617246858,32.8844028822577,1,3,3,12,Luis,Karo
8,4,297.954329563805,37.3227123169471,1,3,3,12,Luis,Karo
8,5,312.848819797685,14.89449023388,1,3,3,12,Luis,Karo
9,5,336.718304549452,23.8694847517666,1,3,3,12,Luis,Karo
9,6,371.132188480993,34.4138839315411,1,3,3,12,Luis,Karo
10,6,407.221976068212,36.0897875872198,0,3,3,12,Luis,Karo
10,7,437.606969423347,30.3849933551349,0,3,3,12,Luis,Karo
11,7,466.06014456438,28.4531751410321,0,3,3,12,Luis,Karo
12,7,498.976032536868,32.9158879724883,0,3,3,12,Luis,Karo
12,8,526.383459451141,27.4074269142736,0,3,3,12,Luis,Karo
12,9,553.25389590703,26.8704364558883,1,3,3,12,Luis,Karo
13,9,563.481672741872,10.2277768348423,1,3,3,12,Luis,Karo
14,9,590.033854012744,26.5521812708718,1,3,3,12,Luis,Karo
14,10,612.467501292586,22.433647279842,1,3,3,12,Luis,Karo
15,10,629.388599059207,16.9210977666208,1,3,3,12,Luis,Karo
15,11,647.900532651171,18.5119335919644,0,3,3,12,Luis,Karo
15,12,685.447794410536,37.5472617593649,0,3,3,12,Luis,Karo
15,13,718.334792249386,32.8869978388499,0,3,3,12,Luis,Karo
15,14,742.918678318272,24.5838860688862,0,3,3,12,Luis,Karo
16,14,770.052000250874,27.1333219326016,0,3,3,12,Luis,Karo
16,15,785.269990839991,15.2179905891177,1,3,3,12,Luis,Karo
17,15,809.052325396524,23.7823345565325,1,3,3,12,Luis,Karo
17,16,844.630234625204,35.5779092286807,1,3,3,12,Luis,Karo
18,16,862.975372004894,18.345137379689,1,3,3,12,Luis,Karo
19,16,893.354804380953,30.3794323760591,1,3,3,12,Luis,Karo
